grantedModule,grantedAction,checkedModule,checkedAction,expectedAllowed,actualStatus,matchesExpectation,knownIssue
stock_transfers,view,dashboard,export,false,403,true,""
stock_transfers,view,catalog,view,false,403,true,""
stock_transfers,view,catalog,create,false,403,true,""
stock_transfers,view,catalog,edit,false,403,true,""
stock_transfers,view,catalog,delete,false,403,true,""
stock_transfers,view,inventory,view,false,403,true,""
stock_transfers,view,inventory,create,false,403,true,""
stock_transfers,view,inventory,edit,false,403,true,""
stock_transfers,view,procurement,view,false,403,true,""
stock_transfers,view,procurement,create,false,403,true,""
stock_transfers,view,procurement,edit,false,403,true,""
stock_transfers,view,procurement,delete,false,403,true,""
stock_transfers,view,procurement,approve,false,403,true,""
stock_transfers,view,production,view,false,403,true,""
stock_transfers,view,production,create,false,403,true,""
stock_transfers,view,production,edit,false,403,true,""
stock_transfers,view,production,delete,false,403,true,""
stock_transfers,view,shift_log,view,false,403,true,""
stock_transfers,view,shift_log,create,false,403,true,""
stock_transfers,view,shift_log,delete,false,403,true,""
stock_transfers,view,sales,view,false,403,true,""
stock_transfers,view,sales,create,false,403,true,""
stock_transfers,view,sales,edit,false,403,true,""
stock_transfers,view,sales,delete,false,403,true,""
stock_transfers,view,sales,approve,false,403,true,""
stock_transfers,view,sales,export,false,403,true,""
stock_transfers,view,parties,view,false,403,true,""
stock_transfers,view,parties,create,false,403,true,""
stock_transfers,view,parties,edit,false,403,true,""
stock_transfers,view,parties,delete,false,403,true,""
stock_transfers,view,expenses,view,false,403,true,""
stock_transfers,view,expenses,create,false,403,true,""
stock_transfers,view,expenses,edit,false,403,true,""
stock_transfers,view,expenses,delete,false,403,true,""
stock_transfers,view,locations,view,false,403,true,""
stock_transfers,view,locations,create,false,403,true,""
stock_transfers,view,locations,edit,false,403,true,""
stock_transfers,view,locations,delete,false,403,true,""
stock_transfers,view,reports,view,false,403,true,""
stock_transfers,view,settings,view,false,403,true,""
stock_transfers,view,vendor_orders,view,false,403,true,"internal roles; only checked on vendor portal"
stock_transfers,view,customer_orders,view,false,403,true,"internal roles; only checked on customer portal"
stock_transfers,view,returns,view,false,403,true,""
stock_transfers,view,returns,create,false,403,true,""
stock_transfers,view,returns,approve,false,403,true,""
stock_transfers,view,users,view,false,403,true,""
stock_transfers,view,users,create,false,403,true,""
stock_transfers,view,users,edit,false,403,true,""
stock_transfers,view,users,delete,false,403,true,""
stock_transfers,view,billing,view,false,403,true,""
stock_transfers,view,billing,create,false,403,true,""
stock_transfers,view,billing,edit,false,403,true,""
stock_transfers,view,stock_transfers,view,true,200,true,"no permission check on GET at all"
stock_transfers,view,stock_transfers,create,false,403,true,"checked against inventory:create, not stock_transfers"
stock_transfers,create,dashboard,view,false,403,true,""
stock_transfers,create,dashboard,export,false,403,true,""
stock_transfers,create,catalog,view,false,403,true,""
stock_transfers,create,catalog,create,false,403,true,""
stock_transfers,create,catalog,edit,false,403,true,""
stock_transfers,create,catalog,delete,false,403,true,""
stock_transfers,create,inventory,view,false,403,true,""
stock_transfers,create,inventory,create,false,403,true,""
stock_transfers,create,inventory,edit,false,403,true,""
stock_transfers,create,procurement,view,false,403,true,""
stock_transfers,create,procurement,create,false,403,true,""
stock_transfers,create,procurement,edit,false,403,true,""
stock_transfers,create,procurement,delete,false,403,true,""
stock_transfers,create,procurement,approve,false,403,true,""
stock_transfers,create,production,view,false,403,true,""
stock_transfers,create,production,create,false,403,true,""
stock_transfers,create,production,edit,false,403,true,""
stock_transfers,create,production,delete,false,403,true,""
stock_transfers,create,shift_log,view,false,403,true,""
stock_transfers,create,shift_log,create,false,403,true,""
stock_transfers,create,shift_log,delete,false,403,true,""
stock_transfers,create,sales,view,false,403,true,""
stock_transfers,create,sales,create,false,403,true,""
stock_transfers,create,sales,edit,false,403,true,""
stock_transfers,create,sales,delete,false,403,true,""
stock_transfers,create,sales,approve,false,403,true,""
stock_transfers,create,sales,export,false,403,true,""
stock_transfers,create,parties,view,false,403,true,""
stock_transfers,create,parties,create,false,403,true,""
stock_transfers,create,parties,edit,false,403,true,""
stock_transfers,create,parties,delete,false,403,true,""
stock_transfers,create,expenses,view,false,403,true,""
stock_transfers,create,expenses,create,false,403,true,""
stock_transfers,create,expenses,edit,false,403,true,""
stock_transfers,create,expenses,delete,false,403,true,""
stock_transfers,create,locations,view,false,403,true,""
stock_transfers,create,locations,create,false,403,true,""
stock_transfers,create,locations,edit,false,403,true,""
stock_transfers,create,locations,delete,false,403,true,""
stock_transfers,create,reports,view,false,403,true,""
stock_transfers,create,settings,view,false,403,true,""
stock_transfers,create,vendor_orders,view,false,403,true,"internal roles; only checked on vendor portal"
stock_transfers,create,customer_orders,view,false,403,true,"internal roles; only checked on customer portal"
stock_transfers,create,returns,view,false,403,true,""
stock_transfers,create,returns,create,false,403,true,""
stock_transfers,create,returns,approve,false,403,true,""
stock_transfers,create,users,view,false,403,true,""
stock_transfers,create,users,create,false,403,true,""
stock_transfers,create,users,edit,false,403,true,""
stock_transfers,create,users,delete,false,403,true,""
stock_transfers,create,billing,view,false,403,true,""
stock_transfers,create,billing,create,false,403,true,""
stock_transfers,create,billing,edit,false,403,true,""
stock_transfers,create,stock_transfers,view,false,200,false,"no permission check on GET at all"
stock_transfers,create,stock_transfers,create,true,403,false,"checked against inventory:create, not stock_transfers"
